claim,evidence,evidence_length,random_shuffled_context,id,claim_id,claimant,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
"Marijuana is non-addictive, cures cancer, and grows brain cells","While marijuana has been shown to be effective for pain management and cancer chemotherapy-related nausea, the drug does come with side effects and is not a cure-all. The claim that marijuana is non-addictive is untrue, while the claims that it cures cancer and grows brain cells are unsupported by current scientific evidence.",52,"The claim: Posts imply miscarriages and stillbirths drastically increased in 2021 due to COVID-19 vaccines [...] The implied claim here is wrong. The graph is based on data from the Vaccine Adverse Event Reporting System that is unverified and cannot determine if a vaccine caused a particular outcome. Scientists say a growing body of evidence shows COVID-19 vaccines do not cause an increased risk of miscarriage or stillbirths. [...] ""The totality of evidence from these monitoring systems indicates that COVID-19 vaccination during pregnancy is not associated with an increased risk of miscarriage or stillbirth,"" said Dr. Tom Shimabukuro, director of the Centers for Disease Control and Prevention's Immunization Safety Office.",sciencefeedback_65,sciencefeedback_65,Anonymous,False,True,True,refutes,sciencefeedback
"Marijuana is non-addictive, cures cancer, and grows brain cells",Cannabis as an Anticancer Agent: A Review of Clinical Data and Assessment of Case Reports - PMID: 34370591 - PMCID: PMC8864433 - DOI: 10.1089/can.2021.0045 Cannabis as an Anticancer Agent: A Review of Clinical Data and Assessment of Case Reports [...] Keywords: antineoplastic; cancer; cannabis; marijuana.,45,"Previous studies have demonstrated that RNA vaccines are generally safe. Studies examining the potential integration of nucleic acid vaccines into DNA have shown that RNA from a vaccine does not alter DNA. RNA from a vaccine is also very unlikely to cause autoimmunity, as RNA is short-lived, being quickly degraded by cells after it has been used to make a protein. Therefore RNA does not persist long enough to cause autoimmune disorders, which are chronic in nature. In fact, some nucleic acid vaccines are being developed to treat autoimmune diseases.",sciencefeedback_65_ret_b7_gn,sciencefeedback_65,Anonymous,False,False,True,insufficient-neutral,sciencefeedback
"Marijuana is non-addictive, cures cancer, and grows brain cells","While marijuana has been shown to be effective for pain management and cancer chemotherapy-related nausea, the drug does come with side effects and is not a cure-all. The claim that marijuana is non-addictive is untrue, while the claims that it cures cancer and grows brain cells are unsupported by current scientific evidence. [...] Claim #1: Marijuana is non-addictive [...] Claim #3: Marijuana grows brain cells",65,"It’s not just the COVID vaccines; it’s every single one of them""; ""The fully unvaccinated kids are always healthier""; ""vaccines are causing chronic disease in America"" [...] One example is this video in which entrepreneur Steve Kirsch—who has repeatedly made false claims about vaccines—claimed that vaccines harm children and ""are causing chronic disease in America"", and that ""The fully unvaccinated kids are always healthier"". He added, ""It’s not just the COVID vaccines; it’s every single one of them"". [...] Kirsch’s claim that vaccination leads to chronic diseases is also unsubstantiated and contradicted by scientific evidence, as Health Feedback explained in earlier reviews. Robust studies found no association between vaccines or their ingredients with poorer health or with conditions such as asthma, infections, autoimmune diseases, cognitive delay, autism spectrum disorder, and attention deficit/hyperactive disorder, among others[6-12].",sciencefeedback_65_ret_bn_g0,sciencefeedback_65,Anonymous,False,False,True,refutes,sciencefeedback
"Marijuana is non-addictive, cures cancer, and grows brain cells","Furthermore, compounds found in cannabis have been shown to kill numerous cancer types including: lung cancer [9], breast and prostate [10], leukemia and lymphoma [11], glioma [12], skin cancer [13], and pheochromocytoma [14]. The effects of cannabinoids are complex and sometimes contradicting, often exhibiting biphasic responses. For example, in contrast to the tumor killing properties mentioned above, low doses of THC may stimulate the growth of lung cancer cells in vitro [15]. [...] For example, activation of the nicotine receptors, as is also true of cannabinoid receptors [36], can prevent the brain cell death that results from exposure to beta amyloid protein [37] as occurs in Alzheimer's disease. [...] Hart S, Fischer OM, Ullrich A: Cannabinoids induce cancer cell proliferation via tumor necrosis factor alpha-converting enzyme (TACE/ADAM17)-mediated transactivation of the epidermal growth factor receptor. Cancer Res. 2004, 64: 1943-1950. 10.1158/0008-5472.CAN-03-3720.",140,"The aluminum contained in vaccines is similar to that found in a liter (about 1 quart or 32 fluid ounces) of infant formula. While infants receive about 4.4 milligrams* of aluminum in the first six months of life from vaccines, they receive more than that in their diet. Breast-fed infants ingest about 7 milligrams, formula-fed infants ingest about 38 milligrams, and infants who are fed soy formula ingest almost 117 milligrams of aluminum during the first six months of life. [...] Why Is Aluminum in Vaccines? Isn’t It Dangerous? [...] Given the quantities of aluminum we are exposed to on a daily basis, the quantity of aluminum in vaccines is miniscule. Aluminum-containing vaccines have been used for decades and have been given to more than 1 billion people without problem. In spring 2000, the National Vaccine Program Office (NVPO) reviewed aluminum exposure through vaccines and determined that no changes to vaccine recommendations were needed based on aluminum content. The Global Advisory Committee on Vaccine Safety, part of the World Health Organization (WHO), has also reviewed studies and found no evidence of health risks that would require changes to vaccine policy.",sciencefeedback_65_ret_bn_g15,sciencefeedback_65,Anonymous,False,False,True,insufficient-contradictory,sciencefeedback
"Marijuana is non-addictive, cures cancer, and grows brain cells","MYTH: Marijuana isn’t addictive [...] Chronic marijuana use can lead to addiction. Research shows that approximately 9 percent, or about 1 in 11, of those who use marijuana will become addicted. This goes up to 17 percent in those who start using while young (in their teens) and increases to 25-50 percent of daily users.6 [...] FACTS: Like alcohol, marijuana and associated THC-containing products are intoxicants and can contribute to impaired judgment and increased susceptibility to mental health problems, including depression, insomnia and paranoid delusions.16",85,"The American Cancer Society (ACS) is committing to work towards eliminating cervical cancer in the United States in the next 40 years by increasing HPV vaccination rates and continued screening. To this end, ACS is launching Mission: HPV Cancer Free, a public health campaign to eliminate vaccine-preventable HPV cancers, starting with cervical cancer. The goal of the campaign is to have 80 percent of 13-year-old boys and girls in the US fully vaccinated with HPV vaccine by 2026—20 years after introduction of the first HPV vaccine. [...] ""If we can achieve sustained 80% HPV vaccination in pre-teen boys and girls, combined with continued screening and treatment for cervical pre-cancers, we could see the elimination of cervical cancer in the US within 40 years,"" said Richard C. Wender, M.D., chief cancer control officer for the American Cancer Society. ""No cancer has been eliminated yet, but we believe if these conditions are met, the elimination of cervical cancer is a very real possibility."" [...] UPDATE June 7, 2018: The National Cancer Institute (NCI)-designated cancer centers have endorsed the goal of eliminating cancers caused by HPV through gender-neutral HPV vaccination and evidence-based cancer screening.",sciencefeedback_65_ret_bn_g19,sciencefeedback_65,Anonymous,False,False,True,insufficient-refutes,sciencefeedback
Published studies show that COVID-19 mRNA vaccines cause metabolic cardiomyopathy and sudden cardiac death,"Studies so far haven’t shown any association between COVID-19 vaccines and mortality risk or sudden death. All medical interventions come with side effects and COVID-19 vaccines are no exception. COVID-19 mRNA vaccines are linked to an increased risk of heart inflammation in adolescent and young adult males. However, the risk of heart complications and other health problems associated with COVID-19 is well-documented to be higher than that associated with vaccination. On balance, COVID-19 vaccines offer more benefits than drawbacks.",79,"""The COVID-19 vaccines have caused widespread death and disease."" FACT: They haven’t. The COVID-19 vaccines are known to cause some temporary side effects, such as fatigue. But widespread death and serious disease? Such claims often trace back to an unverified federal database that has become a breeding ground for anti-vaccine misinformation. [...] Social media users have tried to link the deaths of celebrities and specific people to the COVID-19 vaccines. Those claims haven’t panned out.",sciencefeedback_68,sciencefeedback_68,Peter McCullough,False,True,True,insufficient-refutes,sciencefeedback
Published studies show that COVID-19 mRNA vaccines cause metabolic cardiomyopathy and sudden cardiac death,"Cardiac complications following mRNA COVID-19 vaccines: A systematic review of case reports and case series - PMID: 34921468 - DOI: 10.1002/rmv.2318 [...] There have been several local and systemic adverse events associated with mRNA COVID-19 vaccines. Pericarditis, myocarditis and myocardial infarction are examples of cardiac complications related to these vaccines. In this article, we conducted a systematic review of case reports and case series to identify the clinical profile, investigations, and management of reported cardiac complications post-mRNA COVID-19 vaccines. We systematically searched PubMed, Scopus, Web of Science, and Google Scholar, as well as the medRxiv preprint server, with terms including: 'SARS-CoV-2', 'COVID-19', 'messenger RNA vaccine*', 'mRNA-1273 vaccine', 'BNT162 vaccine', 'myocarditis', 'pericarditis', 'stroke' and 'Myocardial Ischemia' up to 25 September 2021. Studies were excluded if they were not case reports or case series, or reported cases from non-mRNA vaccines. Case reports and case series were included that investigated the potential cardiac complications associated with mRNA COVID-19 vaccines. The JBI checklist was used to assess quality and data synthesis was conducted using a qualitative methodology called narrative synthesis. Sixty-nine studies, including 43 case reports and 26 case series, were included. Myocarditis/myopericarditis and pericarditis were the most common adverse events among the 243 reported cardiac complications, post mRNA COVID-19 vaccination. Males with a median age of 21 years had the highest frequency of myocarditis.",221,"Examples of common human diseases caused by viruses include the common cold, influenza, chickenpox, and cold sores. Many serious diseases such as rabies, Ebola virus disease, AIDS (HIV), avian influenza, and SARS are caused by viruses. The relative ability of viruses to cause disease is described in terms of virulence. Other diseases are under investigation to discover if they have a virus as the causative agent, such as the possible connection between human herpesvirus 6 (HHV6) and neurological diseases such as multiple sclerosis and chronic fatigue syndrome.[108] There is controversy over whether the bornavirus, previously thought to cause neurological diseases in horses, could be responsible for psychiatric illnesses in humans.[109]",sciencefeedback_68_ret_b5_gn,sciencefeedback_68,Peter McCullough,False,False,True,insufficient-supports,sciencefeedback
Published studies show that COVID-19 mRNA vaccines cause metabolic cardiomyopathy and sudden cardiac death,"Misrepresents source: None of the three studies found that COVID-19 mRNA vaccines increase the risk of sudden death or metabolic cardiomyopathy, as McCullough claimed. One study of autopsies of vaccinated people clarified that none of the deaths were caused by the vaccine; another study was performed in people who showed no symptoms of heart problems and didn’t report any deaths, while the other study used very high doses of vaccine that aren’t comparable to doses used in vaccination. [...] During the interview, McCullough claimed that three studies—one from Krauson et al., another from Nakahara et al., and the other from Schreckenberg et al.—were evidence that the COVID-19 mRNA vaccines caused ""a form of metabolic cardiomyopathy"" that could explain ""sudden cardiac death""[1-3]. [...] The claim that these three studies point to COVID-19 mRNA vaccines causing ""metabolic cardiomyopathy"" and ""sudden cardiac death"" is baseless. As we explained above, McCullough’s statements about the studies misrepresent their findings or leave out important information that contradicts his claim. In fact, none of the studies found any association between COVID-19 mRNA vaccines and sudden cardiac death or metabolic cardiomyopathy. Other published studies have also found no association between COVID-19 vaccination and sudden death or an increase in all-cause mortality.",203,"The claim: Vitamins C and D have been adopted as treatment for coronavirus [...] An April 7 article on the website of the Organic Consumers Association by Joseph Mercola headlined ""Vitamins C and D finally adopted as coronavirus treatment"" claims that ""vitamins C and D are now (finally) being adopted in the conventional treatment of novel coronavirus."" [...] - Vitamins C and D finally adopted as coronavirus treatment - New York hospitals treating coronavirus patients with vitamin C - FDA warns doctor: Stop touting camera as disease screening tool - Dr. Mercola: Visionary or Quack?",sciencefeedback_68_ret_bn_g0,sciencefeedback_68,Peter McCullough,False,False,True,refutes,sciencefeedback
Published studies show that COVID-19 mRNA vaccines cause metabolic cardiomyopathy and sudden cardiac death,"There is evidence that the COVID-19 mRNA vaccine can cause myocarditis, particularly in cases of the previous exposure. With most patients presenting after both doses of the vaccine, or after the first dose with prior SARS-CoV-2 infection, there may be a possibility of a hypersensitivity reaction occurring after the previous exposure [61, 64]. This reaction may be a delayed-type hypersensitivity reaction due to the two- to three-day period between vaccine administration and onset of symptoms seen in most patients [56, 64]. The first vaccine dose could act to sensitize the immune system, while the second dose causes the activation of the effector phase of the immune system [64]. Activated immune cells may migrate to the myocardium leading to release of cytokines into the myocardium. This process can stimulate further immune cells to enter the myocardium, leading to inflammation and the patient may present with myocarditis.",145,"Mounjaro is a new medication used to manage blood sugar levels in people who have type 2 diabetes. This medication offers weight loss and cardiovascular benefits, which can also help with insulin resistance. Mounjaro is a relatively new diabetes medication used to help improve blood sugar and A1C levels in people with type 2 diabetes. [...] Mounjaro is a new drug approved for people 18 years and older with type 2 diabetes. It can help improve insulin resistance, as well as aid in weight loss and improve blood sugar and A1C levels.",sciencefeedback_68_ret_bn_g4,sciencefeedback_68,Peter McCullough,False,False,True,supports,sciencefeedback
There is nothing wrong with the thyroid in patients with Hashimoto’s disease; vitamin B is a cure for Hashimoto’s disease,"Hashimoto’s disease is an autoimmune disorder that causes inflammation of the thyroid. Over time, it may impair the secretion of thyroid hormones and cause symptoms of hypothyroidism, such as fatigue, muscle soreness, dry skin, and sensitivity to cold. A standard treatment for Hashimoto’s disease is hormone replacement using a synthetic thyroid hormone.",52,Getting COVID-19 while pregnant is associated with a higher risk of developing severe disease and pregnancy complications. Abundant data show that vaccination during pregnancy is safe for the mother and the unborn child and effectively reduces the risks of complications from the disease.,sciencefeedback_7,sciencefeedback_7,Gary Brecka,False,True,True,insufficient-refutes,sciencefeedback
There is nothing wrong with the thyroid in patients with Hashimoto’s disease; vitamin B is a cure for Hashimoto’s disease,"Hashimoto’s thyroiditis is an autoimmune condition that happens to affect the thyroid gland. This means that our immune system recognizes the thyroid gland as a foreign invader and begins to attack it, eventually leading to the destruction of our thyroid tissue. When this destruction goes on long enough, the person will lose their ability to produce thyroid hormone. [...] Hashimoto’s is the most common autoimmune condition, but the thyroid gland is not always the ""weakest link"" for everyone. A person may start off with a different autoimmune condition, like celiac disease, and then progress to Hashimoto’s. [...] While there is no cure for Hashimoto’s, we can put it into remission by eliminating the underlying triggers and thyroid antibodies — and in many cases, we can regenerate and heal thyroid tissues using innovative, experimental therapies.",134,"Researchers also found that the VB variant impacted the rate of CD4 cell decline in infected individuals—this cell decline is the ""hallmark"" of damage to the immune system caused by HIV, the press release says. CD4 cells, also known as T-cells, are infection-fighting white blood cells, according to the US National Library of Medicine. HIV attacks and destroys these CD4 cells—and when too many of the cells are lost, the body has trouble fighting off infections. Very low CD4 counts are indicative of acquired immunodeficiency syndrome (AIDS). The study showed that the VB variant caused infected people's CD4 counts to drop twice as fast as other HIV strains, meaning they were at risk of developing AIDS more quickly. Without treatment, researchers estimated a person with the VB variant would develop AIDS two to three years after diagnosis, compared to six to seven years for people with a different HIV strain. Despite the VB variant's increased severity and transmissibility, researchers found that the variant responded to current HIV treatments (like antiretroviral drugs) as well as other strains do. Survival rates after starting treatment were also similar among those with the VB variant and other variants. How (And Why) Do Variants Emerge?",sciencefeedback_7_ret_b0_gn,sciencefeedback_7,Gary Brecka,False,False,True,insufficient-contradictory,sciencefeedback
There is nothing wrong with the thyroid in patients with Hashimoto’s disease; vitamin B is a cure for Hashimoto’s disease,"The thyroid is a small, butterfly-shaped gland in the front of your neck. In people with Hashimoto’s disease - the immune system makes antibodies that attack the thyroid gland - large numbers of white blood cells, which are part of the immune system, build up in the thyroid - the thyroid becomes damaged and can’t make enough thyroid hormones [...] Hashimoto’s disease causes your thyroid to become damaged. Most people with Hashimoto’s disease develop hypothyroidism. Rarely, early in the course of the disease, thyroid damage may lead to the release of too much thyroid hormone into your blood, causing symptoms of hyperthyroidism.3 [...] Researchers are looking at other ways in which diet and supplements—such as vitamin D and selenium—may affect Hashimoto’s disease.2 However, no specific guidance is currently available.3",129,"While marijuana has been shown to be effective for pain management and cancer chemotherapy-related nausea, the drug does come with side effects and is not a cure-all. The claim that marijuana is non-addictive is untrue, while the claims that it cures cancer and grows brain cells are unsupported by current scientific evidence. [...] Claim #1: Marijuana is non-addictive [...] Claim #3: Marijuana grows brain cells",sciencefeedback_7_ret_b6_gn,sciencefeedback_7,Gary Brecka,False,False,True,insufficient-refutes,sciencefeedback
There is nothing wrong with the thyroid in patients with Hashimoto’s disease; vitamin B is a cure for Hashimoto’s disease,"Hashimoto's thyroiditis (HT) is the most common autoimmune disease and the leading cause of hypothyroidism, in which damage to the thyroid gland occurs due to the infiltration of lymphocytes. It is characterized by increased levels of antibodies against thyroid peroxidase and thyroglobulin. In this review, we present the metabolic profile, the effectiveness of micronutrient supplementation and the impact of dietary management in patients with HT. For this current literature review, the databases PubMed, Cochrane, Medline and Embase were reviewed from the last ten years until March 2022. This article provides a comprehensive overview of recent randomized controlled trials, meta-analyses, and clinical trials. Many patients with HT, even in the euthyroid state, have excess body weight, metabolic disorders, and reduced quality of life. Due to frequent concomitant nutritional deficiencies, the role of vitamin D, iodine, selenium, magnesium, iron and vitamin B12 is currently debated. Several studies have underlined the benefits of vitamin D and selenium supplementation. There is still no specific diet recommended for patients with HT, but a protective effect of an anti-inflammatory diet rich in vitamins and minerals and low in animal foods has been suggested. There is insufficient evidence to support a gluten-free diet for all HT patients. [...] Association of Dietary Inflammatory Index and Thyroid Function in Patients with Hashimoto's Thyroiditis: An Observational Cross-Sectional Multicenter Study.Medicina (Kaunas). 2024 Sep 5;60(9):1454. doi: 10.3390/medicina60091454. Medicina (Kaunas). 2024. PMID: 39336495 Free PMC article.",233,"- There is an indirect link between sugar and cancer. Eating a lot of high sugar foods can contribute to excess caloric intake, which may lead to weight gain and excess body fat. [...] By Mae Reilly, MS, RD, LDN, senior clinical nutritionist at Dana-Farber Cancer Institute ""Does sugar feed cancer?"" is one of the most frequently asked questions we receive as oncology dietitians. Researchers continue to investigate the relationship between sugar intake and cancer; meanwhile, there are steps you can take to avoid any potential harm that sugar can cause. [...] To date, there are no randomized controlled trials showing sugar causes cancer. There is, however, an indirect link between sugar and cancer.",sciencefeedback_7_ret_bn_g16,sciencefeedback_7,Gary Brecka,False,False,True,refutes,sciencefeedback
There is nothing wrong with the thyroid in patients with Hashimoto’s disease; vitamin B is a cure for Hashimoto’s disease,"In a Facebook reel that generated more than 200,000 views at the time of writing, Brecka declared that the way Hashimoto’s disease is explained to patients is ""nonsense"" and is only ""a fancy way of pushing thyroid medication"". He claimed that there is ""nothing wrong"" with the thyroid of patients with Hashimoto’s disease and that vitamin B is a cure for the disease. [...] There’s no evidence that vitamin B is a cure for Hashimoto’s disease [...] There is no evidence that vitamin B is helpful for Hashimoto’s disease. It is false to claim that levothyroxine should be avoided. Levothyroxine is the standard of care for the treatment of hypothyroidism associated with Hashimoto’s thyroiditis and is very safe and effective.",120,"FULL CLAIM: ""Data from the New Zealand Ministry of Health shows that the COVID vaccines have killed over 10 million worldwide""; ""the COVID vaccines have killed millions of people worldwide, an estimated 1 death per 1,000 doses on average in a standard population"" On 30 November 2023, entrepreneur Steve Kirsch gave a talk at the Massachusetts Institute of Technology, claiming that New Zealand data showed COVID-19 vaccines have ""killed over 10 million worldwide"". Kirsch, who had been invited to speak by the student group MIT Students for Open Inquiry, has a record of propagating vaccine misinformation. As documented in previous reviews by Health Feedback, Kirsch’s claims frequently rely on methodologically flawed analyses. [...] He concluded that COVID-19 vaccines were responsible for millions of deaths based on the fact that his analysis showed deaths rose in the first six months after vaccination in those aged 60 and above. The same trend was also seen in an overall analysis for all ages (shown in slides 136 to 140).",sciencefeedback_7_ret_bn_g4,sciencefeedback_7,Gary Brecka,False,False,True,refutes,sciencefeedback
A study showed a “weakened immune response in kids injected with Pfizer’s COVID-19 shot”; “The mRNA Covid jabs damage immune responses to other viruses in children”,"COVID-19 vaccines are effective against severe disease. The American Academy of Pediatricians recommends that children and adolescents aged six months and above receive the COVID-19 vaccine. Some research suggests that COVID-19 vaccination may temporarily change how the immune system reacts to infection from pathogens other than the virus SARS-CoV-2. However, the study didn’t show that vaccinated children have weaker immunity.",60,"FULL CLAIM: If you see that your fruit contains [a] red weird colour in it, don't eat it because a [group] of people is injecting fruits with blood containing HIV and AIDS This post, which has been circulating recently on Instagram and Facebook, contains an image showing a banana with red discoloration, and the caption claiming that, ""If you see that your fruit contains [a] red weird colour in it, don’t eat it because a [group] of people is injecting fruits with blood containing HIV and AIDS"".",sciencefeedback_71,sciencefeedback_71,"Alex Berenson, Jonas Vesterberg",False,True,True,insufficient-refutes,sciencefeedback
A study showed a “weakened immune response in kids injected with Pfizer’s COVID-19 shot”; “The mRNA Covid jabs damage immune responses to other viruses in children”,"Understanding COVID-19 in children: immune determinants and post-infection conditions [...] Ouldali, N. et al. Hyper inflammatory syndrome following COVID-19 mRNA vaccine in children: a national post-authorization pharmacovigilance study. Lancet Reg. Health Eur.17, 100393 (2022). [...] Zambrano, L. D. Effectiveness of BNT162b2 (Pfizer-BioNTech) mRNA vaccination against multisystem inflammatory syndrome in children among persons aged 12–18 years — United States, July–December 2021. MMWR Morb. Mortal. Wkly. Rep.71, 52–58 (2022).",67,"A meta-analysis of findings from 25 randomized controlled trials found daily or weekly vitamin D supplementation reduced the risk of acute respiratory infections, and the effect was stronger in those with low baseline vitamin D levels. Daily doses between 800 and 2,000 IU appeared to be most effective. The analysis further showed treatment regimens that included large boluses (30,000 IU vitamin D or more) did not reduce infection risk.184 Nevertheless, a controlled trial in nursing home residents found monthly 100,000 IU boluses of vitamin D, in addition to standard daily doses of 400–1,000 IU, resulted in greater respiratory infection prevention than standard daily dosing alone, but was associated with a higher risk of falling (a known adverse side effect of high-dose vitamin D supplementation).185 [...] Siddiqui M, Manansala JS, Abdulrahman HA, et al. Immune Modulatory Effects of Vitamin D on Viral Infections. Nutrients. Sep 21 2020;12(9)doi:10.3390/nu12092879 [...] Hemilä H. Vitamin C and Infections. Nutrients. Mar 29 2017;9(4)doi:10.3390/nu9040339",sciencefeedback_71_ret_b5_gn,sciencefeedback_71,"Alex Berenson, Jonas Vesterberg",False,False,True,insufficient-neutral,sciencefeedback
A study showed a “weakened immune response in kids injected with Pfizer’s COVID-19 shot”; “The mRNA Covid jabs damage immune responses to other viruses in children”,"What parents need to know about Pfizer’s COVID-19 vaccine for kids ages 5 to 11 [...] In a clinical trial, Pfizer assessed the immune response and the safety of their mRNA vaccine in kids 5 to 11. The trial included about 2,250 children, with two-thirds getting the shot and the other third receiving a placebo. [...] Pfizer assessed kids’ immune response to the vaccine by looking at antibody levels. The company compared the response in a group of 5- to 11-year-olds one month after the second shot with antibody levels seen in a group of 16- to 25-year-olds, who were part of the earlier and much larger clinical trial that studied the vaccine’s efficacy in tens of thousands of adults (SN: 10/4/20). There was no difference in the immune responses between the different groups, even though the younger children received a smaller dose, the FDA reported in their review of Pfizer’s trial data. Since the immune response was similar between the two groups, the protection against COVID-19 offered by the vaccine for each group should also be similar.",178,"Sweetgum (Liquidambar styraciflua L.): extraction of shikimic acid coupled to dilute acid pretreatment - PMID: 20506045 - DOI: 10.1007/s12010-010-8947-7 Sweetgum (Liquidambar styraciflua L.): extraction of shikimic acid coupled to dilute acid pretreatment Liquidambar styraciflua L., also known as sweetgum, is an understory hardwood species that has widespread distribution in the southeast USA, especially in pine plantations. In addition to being a possible biorefinery feedstock, sweetgum contains shikimic acid, which is a precursor for the drug Tamiflu. Sweetgum bark was extracted with 65 degrees C water and yielded 1.7 mg/g of shikimic acid, while sweetgum de-barked wood yielded 0.2 mg/g of shikimic acid. Because shikimic acid can be extracted with water, the coupling of the phytochemical hot water extraction with dilute acid pretreatment was examined. The addition of a 65 degrees C shikimic acid extraction step coupled to pretreatment with 0.98% H(2)SO(4) at 130 degrees C for 50 min resulted in 21% and 17% increases in xylose percent recovery from bark and de-barked wood, respectively. These results indicate that, in addition to recovering a high value product, the 65 degrees C wash step also increases xylose recovery.",sciencefeedback_71_ret_b8_gn,sciencefeedback_71,"Alex Berenson, Jonas Vesterberg",False,False,True,insufficient-refutes,sciencefeedback
HPV vaccine may lead to elimination of cervical cancer,"Numerous studies have shown that the HPV vaccine has helped to reduce viral transmission, which in turn protects individuals from the risk of developing cervical cancer and also protects unvaccinated individuals within the community through the herd immunity effect. Studies predict that with sufficiently high HPV vaccine coverage and regular cervical cancer screening, the disease can eventually be eliminated.",59,"The flu vaccine is your best defense against the flu. The flu vaccine is recommended every year in the fall or winter, ideally before the flu season starts. Almost everyone who is at least 6 months of age should get a flu vaccine. [...] The flu vaccine also helps protect people close to you because you're less likely to spread the flu to them if you're vaccinated. [...] The flu and other respiratory illnesses are caused by different viruses. The flu vaccine won't protect you against any other illnesses, such as COVID-19 or respiratory syncytial virus (RSV). Keeping up to date with all recommended vaccinations will help protect you through the respiratory illness season.",sciencefeedback_723,sciencefeedback_723,Kaitlin Sullivan,True,True,True,supports,sciencefeedback
HPV vaccine may lead to elimination of cervical cancer,Impact of HPV vaccination and cervical screening on cervical cancer elimination: a comparative modelling analysis in 78 low-income and lower-middle-income countries - PMID: 32007141 - PMCID: PMC7043009 - DOI: 10.1016/S0140-6736(20)30068-4 Impact of HPV vaccination and cervical screening on cervical cancer elimination: a comparative modelling analysis in 78 low-income and lower-middle-income countries [...] Interpretation: Predictions were consistent across our three models and suggest that high HPV vaccination coverage of girls can lead to cervical cancer elimination in most LMICs by the end of the century. Screening with high uptake will expedite reductions and will be necessary to eliminate cervical cancer in countries with the highest burden.,105,"An article published on the Daily Sceptic blog reports that a poll has found there have been ""twice as many vaccine deaths as Covid deaths in US households."" [...] The Daily Sceptic has used the results of this survey to claim that ""more than twice as many Americans have lost a household member to a Covid vaccine injury as have lost one to Covid"". [...] If this data were to be representative of the US population, it would suggest that the true Covid-19 death toll is far higher than the official figure, and that millions of people have died as a result of the vaccine.",sciencefeedback_723_ret_bn_g11,sciencefeedback_723,Kaitlin Sullivan,True,False,True,supports,sciencefeedback
HPV vaccine may lead to elimination of cervical cancer,"In August of 2020, the World Health Assembly adopted the global strategy to accelerate the elimination of cervical cancer as a public health problem. Vaccines against the human papillomavirus (HPV) can prevent the vast majority of the world’s 570,000 annual cases of cervical cancer. Increasing access to the HPV vaccine, as well as screening and treatment, for women and girls living in low- and middle-income countries is an important step for global gender equity, potentially leading to the elimination of cervical cancer within the next 100 years. HPV Vaccination is a Critical Step Towards Cervical Cancer Elimination",97,"Myth #1: The Flu Shot Can Give You the Flu One of the most prevalent myths is that the flu shot itself causes the flu. This belief stems from a misunderstanding of the vaccine’s composition. The influenza vaccine contains either inactivated flu viruses or, in some cases, a recombinant flu vaccine containing no flu virus at all. While some individuals may experience mild side effects, such as soreness at the injection site, muscle aches, or low-grade fever, neither of these formulations can cause the flu. [...] Some individuals express concerns that the flu shot is a live virus that will cause illness. In reality, the flu vaccine contains either inactivated flu viruses or proteins derived from the flu virus, neither of which can replicate or cause flu infection.",sciencefeedback_723_ret_bn_g17,sciencefeedback_723,Kaitlin Sullivan,True,False,True,supports,sciencefeedback
HPV vaccine may lead to elimination of cervical cancer,"Indeed, the reductions in HPV infections and precancerous cells ""are a first sign that vaccination could eventually lead to the elimination of cervical cancer as a public health problem,"" the study's lead author, Mélanie Drolet, an epidemiologist at Laval University in Canada, said in a statement. [...] In particular, the study found the HPV vaccine led to a reduction in the rates of abnormal pap smear findings. Pap smears are used to detect abnormal cells in the cervix that can sometimes develop into cancer. Five to nine years after a population was vaccinated against HPV, the researchers found a more than 50 percent reduction in cases of these pre-cancerous cells in girls 15 to 19. In vaccinated women 20 to 24, there were one-third fewer cases of these cells. [...] Whether or not a person has received the HPV vaccine, getting cervical cells regularly tested — through Pap tests and HPV screening — is still a crucial to reducing cases of cervical cancer and early detection, said Diane Harper, senior associate director of the Michigan Institute for Clinical and Health Research. Rates of invasive cervical cancer dropped significantly in the U.S. when cancer screening was introduced in the 1940s, and there were less than half the number of cases in 2007 that there were in 1973, largely due to screening.",220,"Furthermore, the multiple civil lawsuits that have been filed against vaccine manufacturers by anti-vaccine activists clearly prove the claim is false, as Vaxopedia points out. [...] ""MMR vaccine increased autism rate by 236% in African-American boys compared to Caucasian boys"" [...] ""And, of course, there’s no biologically plausible reason why there would be an effect observed in African-Americans but no other race and, more specifically than that, in African-American males. In the discussion, Hooker does a bunch of handwaving about lower vitamin D levels and the like in African American boys, but there really isn’t a biologically plausible mechanism to account for his observation, suggesting that it’s probably spurious.""",sciencefeedback_723_ret_bn_g2,sciencefeedback_723,Kaitlin Sullivan,True,False,True,supports,sciencefeedback
