id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source,boolean_verdict
borderlines-266_ret_b16_gn,borderlines-266,Rockall is a territory of Ireland,Rockall,"The idea that Ireland regards as part of its territory the tiny clump of rocks known as Rockall, 420km northwest of Co Donegal, is a popular misconception – flag-planting on the rock by brave, patriotic souls notwithstanding. [...] Irish lawyers and diplomats have maintained that nothing as insubstantial or uninhabitable as Rockall can be said to constitute a national territory in any meaningful sense. And particularly in the sense of such a status bestowing economic rights. Irish diplomats successfully fought hard to establish the principle (see clause above) in international law at interminable UN meetings on the drafting of the 1982 Convention on the Law of the Sea. [...] The Scottish move also has implications for Brussels. The Common Fisheries Policy extends access rights for all EU fishing boats to all EU waters that are not covered by the 12-mile territorial exemption. If Rockall, as the Irish contend, does not have its own territorial waters, then the area is simply part of the common fishing zone and Scottish attempts to exclude any boats are a breach of the Common Fisheries Policy.",Ireland,False,True,insufficient-neutral,borderlines,True
borderlines-267_ret_b1_g2,borderlines-267,Rockall is a territory of Denmark,Rockall,"Several states have claimed interests over the sea bed adjoining Rockall, an uninhabitable granite islet which is located within the exclusive economic zone (EEZ) of the United Kingdom. Ireland, Denmark, Iceland, and the United Kingdom have all made submissions to the commission set up under the United Nations Convention on the Law of the Sea (UNCLOS). [...] Rockall is within the Exclusive Economic Zone (EEZ) claimed by the United Kingdom.[8][9][10] In 1997, the UK ratified[11] the United Nations Convention on the Law of the Sea and thus relinquished any claim to an extension of its EEZ beyond the islet. The remaining issue is the status of the continental shelf rights of the surrounding ocean floor. These are the exclusive rights to exploit any resources on or under the ocean floor (oil, natural gas, etc.) and should not be confused with the EEZ, as continental shelf rights do not carry any privileges with regard to fisheries. Ownership of these rights in the Rockall area are disputed between the United Kingdom, Denmark (for the Faroe Islands), Ireland and Iceland. Individual claims [edit]Danish claim via Faroe Islands [edit]The Faroe Islands are an autonomous country of the Kingdom of Denmark. Since 1948 they have had self-government in almost all matters except defence and foreign affairs. Consequently, their interests in Rockall are represented by Denmark. On their behalf, Denmark claims continental shelf rights in the Hatton-Rockall area.[12]",Denmark,False,True,insufficient-contradictory,borderlines,True
borderlines-267_ret_bn_g15,borderlines-267,Rockall is a territory of Denmark,Rockall,"McClean, who served in Aden and Borneo with the SAS, is absolutely clear about his objective: it was political and territorial. He was trying to cement the UK's claim to the ownership of Rockall, to be the first civilian to live there. While it is just a volcanic rock in the sea, its ownership is contested by the Irish, who insist it is closer to Ireland than the UK, the Danes – who argue it is part of the Faroe Islands sea shelf, and Iceland. [...] Its territorial significance is now much reduced but back then securing Rockall – at the height of the cold war, with Soviet and Nato submarines engaged in a tense underwater ballet around the north Atlantic – was about controlling sea space for hundreds of square miles of Atlantic. By the 1980s, it was about securing the oil and gas rights of the Rockall basin. In 1997, the UK accepted Rockall was a rock, with no impact on the UK's maritime territory. The current dispute with Ireland, Denmark and Iceland is over the wider Rockall-Hatton basin.",Denmark,False,True,insufficient-contradictory,borderlines,True
borderlines-267_ret_bn_g19,borderlines-267,Rockall is a territory of Denmark,Rockall,"The ownership of Rockall is disputed. The islet is claimed by Denmark (for the Faroe Islands), Iceland, Ireland and the United Kingdom. All four governments have made submissions to the commission set up under the United Nations Convention on the Law of the Sea. The issue was included in the provisional agenda of the meeting of the commission to be held in New York from 7 March to 21 April 2011 and recommendations pursuant to Article 76 of the Convention were made. [...] Rockall is within the Exclusive Economic Zone (EEZ) claimed by the United Kingdom. In 1997, the UK ratified the United Nations Convention on the Law of the Sea and thus relinquished any claim to an extension of its EEZ beyond the islet. The remaining issue is the status of the continental shelf rights of surrounding ocean floor. These are the exclusive rights to exploit any resources on or under the ocean floor (oil, natural gas, etc.) and should not be confused with the EEZ, as continental shelf rights do not carry any privileges with regard to fisheries. Ownership of these rights in the Rockall area are disputed between the United Kingdom, Denmark (for the Faroe Islands), Ireland and Iceland.",Denmark,False,True,insufficient-contradictory,borderlines,True
borderlines-268_ret_b0_gn,borderlines-268,Dollart bay is a territory of Germany,Dollart bay,"The Dollart (German name, pronounced [ˈdɔlaʁt]) or Dollard (Dutch name, pronounced [ˈdɔlɑrt]) is a bay in the Wadden Sea between the northern Netherlands and Germany, on the west side of the estuary of the Ems river. Most of it dries at low tide. Many water birds feed there. Gaining from and losing to the sea [edit]According to legend, the Dollart Bay was created by a catastrophic storm surge in 1277,[1] covering the district of Rheiderland and large parts of the Oldambt district. The flood was rumoured to have caused 80,000 deaths.[2] The story, however, is not true and based on legend instead of facts.[3][4][5] The Dollart was created as a slow inundation over many centuries[6] which accumulated in a storm surge in 1509. The 1509 surge extended the Dollart, and flooded 30 more villages,[5] and by 1520 the Dollart had its largest extension. Between the 16th and the 20th centuries, two thirds of the drowned area was reclaimed. [...] - ^ ""Layer Nordsee - Ems-Dollart-Vertrag"" (in German). State of Lower Saxony. Archived from the original on 4 January 2018. Retrieved 3 January 2018.",Germany,False,True,insufficient-neutral,borderlines,True
borderlines-268_ret_b3_gn,borderlines-268,Dollart bay is a territory of Germany,Dollart bay,"The Dollart (German name, pronounced [ˈdɔlaʁt]) or Dollard (Dutch name, pronounced [ˈdɔlɑrt]) is a bay in the Wadden Sea between the northern Netherlands and Germany, on the west side of the estuary of the Ems river. Most of it dries at low tide. Many water birds feed there. According to legend, the Dollart Bay was created by a catastrophic storm surge in 1277,[1] covering the district of Rheiderland and large parts of the Oldambt district. The flood was rumoured to have caused 80,000 deaths.[2] The story, however, is not true and based on legend instead of facts.[3][4][5] The Dollart was created as a slow inundation over many centuries[6] which accumulated in a storm surge in 1509. The 1509 surge extended the Dollart, and flooded 30 more villages,[5] and by 1520 the Dollart had its largest extension. Between the 16th and the 20th centuries, two thirds of the drowned area was reclaimed.",Germany,False,True,insufficient-neutral,borderlines,True
borderlines-269_ret_b17_gn,borderlines-269,Dollart bay is a territory of Netherlands,Dollart bay,"Dollart (Dollart) is a bay (class H - Hydrographic) in Provincie Groningen (Netherlands (general)), Netherlands (Europe) with the region font code of Americas/Western Europe... [...] Current local time is 18:47; the sun rises at 07:43 and sets at 19:50 local time (Europe/Amsterdam UTC/GMT+2). The standard time zone for Dollart is UTC/GMT+1, but since Daylight Saving Time (DST) is in effect the current time zone is UTC/GMT+2. [...] Weather Dollart (Cloud cover, Temperature, Wind speed and Precipitation mm probab.)",Netherlands,False,True,insufficient-neutral,borderlines,True
borderlines-269_ret_b8_gn,borderlines-269,Dollart bay is a territory of Netherlands,Dollart bay,"The Dollart (German name) or Dollard (Dutch name) is a bay in the Wadden Sea between the northern Netherlands and Germany, on the west side of the estuary of the Ems river. Most of it dries at low tide. Many water birds feed there.",Netherlands,False,True,insufficient-neutral,borderlines,True
borderlines-27_ret_b14_gn,borderlines-27,Doumeira Island is a territory of Djibouti,Doumeira Island,"Ras Doumeira (Cape Doumeira, Somali: Raas Dumeera) is a geographic cape that extends into the Red Sea, towards the Doumeira Islands. The area is in the north of Djibouti and also border Eritrea, and was the subject of the 2008 border dispute between the two countries. In September 2018 ten years after the conflict, it was announced that Djibouti and Eritrea agreed to normalize their relations. [1]",Djibouti,False,True,insufficient-contradictory,borderlines,True
borderlines-270_ret_bn_g15,borderlines-270,Lake Constance is a territory of Austria,Lake Constance,"Like most inshore sailing areas I know and have owners in, the Lake of Constance is a hard-fought territory: Three countries share a sea-border on the lake, which is Austria, Switzerland and Germany. That is a 275 kilometer shore, the lake covers 540 square kilometers. Quite a big lake for Germany, it is our biggest lake. Did you know that the mighty River Rhine flows through the Lake of Constance? In German the Lake of Constance – deriving from the town of Constance (or Konstanz in German) – is Bodensee. This is taken from a tiny village at the farthest end of the Bodensee, Bodman. Which is odd as there are many, many more towns which are much more important than the picturesque small Bodman: This is Friedrichshafen, for example, home of the Zeppelin air ships in the past or of ZF, maker of gear boxes and world market leader. [...] So that was it, a 3.5 hour-trip all across the Lake Constance. A nice, picturesque and beautiful sailing area, s history rich part of Germany (Austria and Switzerland as well). If you seek a few days of nice holiday, come here, enjoy the world-class Swabian food, have couple of glasses of exquisite wine or the famous beer – maybe on occasion of one of the famous Lake of Constance regattas of which there are plenty of, like the ""Bodensee Rund"", a non-stop race all around the Lake. I, for my part, love coming here – all the best to EQUILIBRE and her fine crew.",Austria,False,True,insufficient-contradictory,borderlines,True
borderlines-270_ret_bn_g16,borderlines-270,Lake Constance is a territory of Austria,Lake Constance,"Our region is located on the northern border of the Middle Rhine Valley. When we hike through the hills and valleys of the Siebengebirge and look down on our small part of the Rhine, he has already come a long way from the Swiss Alpes to the Northern Sea, through Liechtenstein, Austria, France and the German Länder Baden-Württemberg, Hesse and Rhineland-Palatinate. [...] When the Rhine was straightened during the 20th century, parts of his old river bed around St. Gallen in Switzerland and Vorarlberg in Austria, were cut off. Today, these cut-off arms are nature reserves. The Alpine Rhine flows into Lake Constance on Austrian territory. Three countries meet here: Austria, Switzerland, and the German state Baden-Württemberg. Lake Constance consists of the Obersee (upper lake) and the Untersee (lower lake), which has Germany on the northern bank and Switzerland on the southern. The small Rhine section called Seerhein (Lake Rhine) connects both lakes.",Austria,False,True,insufficient-supports,borderlines,True
borderlines-270_ret_bn_g3,borderlines-270,Lake Constance is a territory of Austria,Lake Constance,"Article I (1) The riparian States of Lake Constance, namely the Federal Republic of Germany, the Republic of Austria and the Swiss Confederation, undertake to observe the provisions of this Agreement when withdrawing water from Lake Constance. [...] Article 2 (1) For the purposes of this Agreement, Lake Constance comprises the Upper Lake and the Lower Lake. (2) For the purposes of this Agreement, the region of Lake Constance comprises, in the territory of the Federal Republic of Germany, the hydrological catchment area of the lake, in the territory of the Republic of Austria, the hydrological catchment area of the lake, and in the territory of the Swiss Confederation the hydrological catchment area of the lake lying within the cantons of Appenzell (Outer Rhoden and Inner Rhoden), St. Gallen and Thurgau, the catchment area of the Tur in the canton of Thurgau - excluding the catchment area of the Murg above the commune of Frauenfeld and the catchement area of the Sitter.",Austria,False,True,insufficient-contradictory,borderlines,True
borderlines-272_ret_bn_g16,borderlines-272,Lake Constance is a territory of Germany,Lake Constance,"If you are within the lower Bavaria and Bad Wurttemberg, recommend you drop anchor at Lake Konstanz. Lake Konstanz is very popular during summer for families on a long vacation looking for relaxation. It is also surrounded by beautiful villages with unique old town squares, churches, museum, and gardens as well as a rich history. This series of post will take you to Island Mainau, Meersburg, Constance (the town), Lindau, Bregenz, the Rhein Fall , Stein Am Rhine and a side trip to Liechtenstein. Lake Constance is bordered by Germany, Austria and Switzerland and one of the biggest cities is located in the German territory, Konstanz. This city is the center of this lake region and it is a good base if you are interested in night life and shopping, some of the cities like Lindau, Bregenz and Meersburg are good to base in too. [...] To experience Konstanz you need a day and a half, if interested in shopping, add the time you are required to shop. Recommend you book early if planning a family vacation, the Lake is very popular during summer weather. Konstanz is expensive due to the city proximity to Switzerland. To visit the cities around the lake take either the auto ferries or the passenger boat. To access close by villages take a train or rent a bike and enjoy the biking path around the lake.",Germany,False,True,insufficient-contradictory,borderlines,True
borderlines-273_ret_b12_gn,borderlines-273,Olivenza is a territory of Spain,Olivenza,"Olivenza is a town located in southwestern Spain, near the Portuguese border, on a historically disputed section of the Portugal – Spain border. Its territory is administered by Spain as a municipality belonging to the province of Badajoz, and to the wider autonomous community of Extremadura. In 1964, Olivenza became one of the first municipalities in the province of Badajoz that earned a heritage protection status of conjunto histórico-artístico for their historic cores. The report for the declaration cited that the city of Olivenza, ""surrounded by a beautiful landscape of pasture and farmland, dominated by the imposing castle’s keep"", ""offers a number of buildings, enclosures and places of notable importance in the monumental aspect"". Since 2019 Olivenza has been a part of the network ""The most beautiful towns in Spain"".",Spain,False,True,insufficient-supports,borderlines,True
borderlines-273_ret_b16_gn,borderlines-273,Olivenza is a territory of Spain,Olivenza,"Olivenza (Spanish: [oliˈβenθa]) or Olivença (Portuguese: [oliˈvẽsɐ]) is a town situated on a disputed section of the Portugal-Spain border. It is administered de facto by Spain, as part of the autonomous community of Extremadura. Portugal holds a claim on the town and its surrounding territory. As Olivença, the town was under Portuguese sovereignty between 1297 (Treaty of Alcañices) and 1801 when it was invaded by the Spanish during the War of Oranges and then ceded to Spain under the Treaty of Badajoz. Spain has since administered the territory (now split into two municipalities, Olivenza and Táliga), whilst Portugal invokes the self-revocation of the Treaty of Badajoz, plus the Treaty of Vienna of 1815, to claim the return of the territory. In spite of the territorial dispute between Portugal and Spain, the issue has not been a sensitive matter in the relations between these two countries. Olivenza and other neighbouring Spanish (La Codosera, Alburquerque and Badajoz) and Portuguese (Arronches, Campo Maior, Estremoz, Portalegre and Elvas) towns reached an agreement in 2008 to create a euroregion. [...] Plan your customized day by day trip plan for Olivenza. Choose from various experinces categories as adventure, romantic and family and kids friendly for your trip using using Olivenza trip planner.",Spain,False,True,insufficient-contradictory,borderlines,True
borderlines-274_ret_b11_gn,borderlines-274,Olivenza is a territory of Portugal,Olivenza,"The Extremaduran population of Olivenza (Badajoz) has lived for years in pleasant and peaceful coexistence with Portugal. But this weekend the call was revived Olivenza issue (the historic territorial claim that Portugal maintains over the towns of Olivenza and Táliga) after the surprising announcement by the Portuguese Minister of Defense, Nuno Melo, of awaken an old claim to Spain: to hand over Olivenza, right on the border of both countries. The issue has reached none other than the CIA. ""Olivenza is Portuguese, naturally, and it is not a provocation,"" he said. Nuno Melo in statements to the media. Melo finished dlinking his statements to the Portuguese Governmentbut insisted on claiming that Olivenza is Portugal, based on the provisions of the Treaty of Alcañices in 1297 between the Crown of Castile and Portugal, by which the municipality passed to the neighboring country, although Olivenza returned to Spanish sovereignty during the War of las Naranjas, with the signing of the Treaty of Badajoz in 1801. [...] However, and in defense of Portugal, it is worth remembering that already in 2003, when it was made public The World Factbook of the CIA, the Portuguese Government, through the mouth of its then Minister of Foreign Affairs, Martins da Cruzstated regarding the CIA publication that the Olivenza issue ""it is frozen and should not be reopened""ensuring that ""the Olivenza problem has been frozen since the Treaty of Vienna of 1815"", rejected by Spain, which refused to cede the territory to Portugal, although it did not rule out that the issue could be resolved ""at another time.""",Portugal,False,True,insufficient-contradictory,borderlines,True
borderlines-275_ret_b16_gn,borderlines-275,Vila Real is a territory of Spain,Vila Real,"Villarreal, officially called Vila-real, is a city in the province of Castellón which is part of the Valencian Community in the east of Spain. The city is located at 42 m above sea level, 7 km to the south of the province's capital. Villareal is separated from Castelló de la Plana by the Millars River. It has 51,367 inhabitants, most of them living in the urban area that covers about 10.7% of its comarca's 55.4 km² surface. Ranked by population, it is the second-largest city in the province, and fifteenth in the Valencian Community. The city was founded with royal status by King James I of Aragon in 1274 during his campaign to regain Muslim territory in present-day Valencia during the Reconquista. It later became an agricultural centre for orange cultivation, and more recently a centre for the ceramics industry.",Spain,False,True,supports,borderlines,True
borderlines-275_ret_b6_gn,borderlines-275,Vila Real is a territory of Spain,Vila Real,"Villarreal is a city in the province of Castellón, Valencian Community, Spain. In 2010, 51,367 people lived there. Wikimedia Commons has media related to Vila-real.",Spain,False,True,insufficient-supports,borderlines,True
borderlines-276_ret_b0_g0,borderlines-276,Vila Real is a territory of Portugal,Vila Real,"Vila Real (Portuguese pronunciation: [ˈvilɐ ʁiˈal] ) is the capital and largest city of the Vila Real District, in the North region, Portugal. It is also the seat of the Douro intermunicipal community and of the Trás-os-Montes e Alto Douro historical province. The Vila Real municipality covers an area of 378.80 square kilometres (146.26 sq mi)[1] and is home to an estimated population of 49,574 (2021),[2] of which about 30,000 live in the urban area (2021).[3] [...] Vila Real's privileged location at the crossroad between the Porto-Bragança and Viseu-Chaves roads allowed for a sustained growth over the centuries. Starting from the 17th century, the House of Vila Real attracted the nobility to an extent that during that time the city housed more members of the royal family than any other settlement in Portugal except the capital in Lisbon, and family coats of arms remain above old houses and manors, some of which are still occupied by those families. Vineyards were introduced to the municipality in 1764, growing red, white and rosé wines for export. Despite its royal presence, Vila Real remained with the status of town until the increase in population in the 19th century, which led to it gaining the status of capital of the Vila Real District and the historic province of Trás-os-Montes e Alto Douro. The Roman Catholic Diocese of Vila Real was created in 1922 from the dioceses of Bragança-Miranda, Braga and Lamego and Vila Real finally gained city status under the Portuguese Republic in 1925.[7]",Portugal,False,True,refutes,borderlines,True
borderlines-276_ret_b16_gn,borderlines-276,Vila Real is a territory of Portugal,Vila Real,"Have you ever heard of Vila Real is Portugal? Most travellers overlook many beautiful places along the Douro valley in Portugal in favour of Lisbon and Porto. But, if you have got time on your itinerary, it is worth including some of the smaller and lesser known Portuguese cities such as Braga, Lamego and Vila Real. You will get an authentically Portuguese experience and way less tourists! Vila Real is a city located in the centre of Northern Portugal, some 100km inland from Porto (Portugals second city). It is not to be confused with Vila Real de Santo Antonio, which is a city on the Algarve coast near the Spanish border. [...] Vila Real actually means ‘Royal City’ and the city was founded back in 1272. It is home to many historical buildings, many of which display the coat of arms and continue to be passed through generations of the original families. It was also the birthplace of Diogo Cão, a famous navigator who was the first to reach the mouth of the River Congo in back in 1482. The area has played an important economic role through the ages. The area is famous for its wine production and also the city was the first city in Portugal to have electricity in 1895. Today, visitors to Vila Real enjoy the mountainous setting, beautiful architecture and amazing food and drink on offer. Although it is slightly off the usual tourist track, Casa de Mateus (the main palace in the region of Vila Real) attracts thousands of international visitors each year. [...] Vila Real Portugal – Exploring the Surrounding areas",Portugal,False,True,refutes,borderlines,True
borderlines-276_ret_b9_gn,borderlines-276,Vila Real is a territory of Portugal,Vila Real,"Vila Real (Portuguese pronunciation: [ˈvilɐ ʁiˈal] (listen)) is the capital of the Vila Real District. It is also largest city in the district. The city is in the North region of Portugal. The Vila Real has an area of 378.80 km2 (146.26 sq mi).[1] In 2021, 49,571 people lived there.[2]",Portugal,False,True,refutes,borderlines,True
borderlines-277_ret_b0_gn,borderlines-277,Táliga is a territory of Portugal,Táliga,"Táliga (Spanish: [ˈtaliɣa]) or Talega (Portuguese: [tɐˈlɛɣɐ]) is a Spanish town and municipality located near the border with Portugal, in the province of Badajoz, in the Spanish autonomous community of Extremadura. Portugal considers Táliga, as well as neighbouring Olivenza, a de jure part of the Portuguese concelho of Olivenza, occupied by Spain since 1801. (See Olivenza#Claims of sovereignty). Under Portuguese administration, Táliga was a freguesia (parish) of the concelho (municipality) of Olivenza. It became an independent municipality in 1850, already under Spanish administration. [...] External links [edit]Wikimedia Commons has media related to Táliga.",Portugal,False,True,refutes,borderlines,True
borderlines-278_ret_b16_gn,borderlines-278,Táliga is a territory of Spain,Táliga,"Taliga (Táliga) is a populated place (class P - Populated Place) in Extremadura, Spain (Europe) with the region font code of Americas/Western Europe. It is located at an elevation of 306 meters above sea level and its population amounts to 705. Táliga is also known as Taliga, Táliga. [...] Map and Photos Taliga",Spain,False,True,refutes,borderlines,True
borderlines-279_ret_b0_gn,borderlines-279,Island of Šarengrad is a territory of Spain,Island of Šarengrad,"Island of Šarengrad (Croatian: Šarengradska ada, Serbian Cyrillic: Шаренградска ада, pronounced [ʃǎreŋgratskaː ǎːda] or [-ǎda]) is a Danube river island situated close to the village of Šarengrad in Croatia.[1] It covers an area of 9 km2 (3.5 sq mi).[2] The old riverbed of the Danube caused problems for navigation due to its heavy bending in this area. In order to solve the problem, Austria-Hungary began digging a canal in 1892 to straighten the flow of the river. After 17 years, the Mohovo-Šarengrad canal was finally finished, and as a result the Island of Šarengrad was formed in 1909.[2][3] [...] In 1998, through the Erdut Agreement, Eastern Slavonia, Baranja and Western Syrmia was reintegrated with Croatia. However, the Island of Šarengrad together with Island of Vukovar has stayed under Serbian military control.[citation needed]",Spain,False,True,refutes,borderlines,True
borderlines-28_ret_b12_gn,borderlines-28,Glorioso Islands is a territory of Madagascar,Glorioso Islands,"Glorioso Islands, Scattered Islands in the Indian Ocean, French Southern and Antarctic Lands, France The Glorieuses, sometimes known as the Glorioso Islands, are a group of five square kilometers of French islands and rocks. They are administered by France as part of the French Southern and Antarctic Lands, a French overseas territory, but are also claimed by Comoros, Madagascar, and, previously, Seychelles. Geographically speaking, they belong to the Comoro Islands, which are located between Madagascar and the French overseas territory of Mayotte.",Madagascar,False,True,insufficient-contradictory,borderlines,True
borderlines-28_ret_b4_gn,borderlines-28,Glorioso Islands is a territory of Madagascar,Glorioso Islands,"The Glorioso Islands are a small atoll in the Indian Ocean off East Africa, near Madagascar, part of the French Southern and Antarctic Lands. Understand [edit]A French possession since 1892, the Glorioso Islands are composed of two lushly vegetated tropical coral islands (Ile Glorieuse and Ile du Lys) and three rock islets. A military garrison operates a weather and radio station on Ile Glorieuse. [...] Get around [edit]Buy [edit]There is no economic activity in the Glorioso Islands.",Madagascar,False,True,refutes,borderlines,True
borderlines-28_ret_bn_g12,borderlines-28,Glorioso Islands is a territory of Madagascar,Glorioso Islands,"This month offers up another one of the ultra-rare ones: Glorioso Islands, a 1.9-square-mile French overseas territory about 120 miles northwest of Madagascar. It is currently ranked #7 globally, #3 in South America, #6 in Asia, #15 in Europe, #17 in Africa, #4 in Oceania, and #2 on North America’s West Coast per Clublog. Glorioso Islands was last officially on the air in September/October 2009 during the six-operator FT5GA DXpedition, which netted 50,000-plus CW, SSB, and digital QSOs. Glorioso Islands (IOTA AF-011)—part of the Scattered Islands in the Indian Ocean in the French Southern and Antarctic Lands—is scheduled to be put on the air by Marek, FH4VVK, using the call sign FT4GL. An operation to Glorioso by FH4VVK was postponed in December 2023 and delayed again in March 2024. While he’ll be setting foot on the island alone, he is receiving assistance from a team of supporters along with pilots who will help him secure as many QSOs as possible during his time on the island, May 24 to June 19. FH4VVK plans to operate on 160-6M in SSB, RTTY, and FT4/FT8 from Grande Glorioso, the largest of the Glorioso Islands. The DXpedition was made possible through an agreement of the French Southern and Antarctic Lands. In 2012, France designated a 17,000-square-mile area around the islands as the Glorioso Islands Marine Natural Park. This maritime protected area was established to preserve the biodiverse flora and fauna of the islands, including humpback whales, green sea turtles, and nearly 350 species of coral reef fish.",Madagascar,False,True,refutes,borderlines,True
borderlines-280_ret_b13_gn,borderlines-280,Island of Šarengrad is a territory of Portugal,Island of Šarengrad,"Island of Šarengrad (Croatian: Šarengradska ada, Serbian: Шаренградска ада, in Croatian pronounced as /ʃǎreŋgratskaː ǎːda/ or pronounced as /-ǎda/) is a Danube river island situated close to the village of Šarengrad in Croatia.[1] It covers an area of 9km2. The old riverbed of the Danube caused problems for navigation due to its heavy bending in this area. In order to solve the problem, Austria-Hungary began digging a canal in 1892 to straighten the flow of the river. After 17 years, the Mohovo-Šarengrad canal was finally finished, and as a result the Island of Šarengrad was formed in 1909.[2] [...] In 1998, through the Erdut Agreement, Eastern Slavonia, Baranja and Western Syrmia was reintegrated with Croatia. However, the Island of Šarengrad together with Island of Vukovar has stayed under Serbian military control.",Portugal,False,True,refutes,borderlines,True
borderlines-281_ret_b18_gn,borderlines-281,Island of Vukovar is a territory of Portugal,Island of Vukovar,Island of Vukovar (Q560385) [...] Island of Vukovar 0 references [...] - commonswiki Category:Island of Vukovar,Portugal,False,True,insufficient-neutral,borderlines,True
borderlines-282_ret_b13_gn,borderlines-282,Island of Vukovar is a territory of Spain,Island of Vukovar,"Island of Vukovar ( _hr. Vukovarska ada) is a [...] Croatian War of Independence , theYugoslav People's Army and Serbian paramilitary forces occupied the island.In the 1992 Croatia became independent. By decision of theBadinter Arbitration Committee , the borders between the republics became the borders between the countries [ [http://www.ejil.org/journal/Vol3/No1/art12-13.pdf Decision of Badinter committee] ] , so the Island of Vukovar officially became Croatian territory under Serbian occupation, like other parts ofEastern Slavonia, Baranja and Western Srem (east Croatia) at the time.After the peace agreements in 1998 ,Eastern Slavonia, Baranja and Western Srem were rejoined with Croatia, but the island of Vukovar was left under Serbian military occupation. A similar situation has happened with theIsland of Šarengrad .In 2004 Serbia withdrew its army from the island. [ [http://www.skdprosvjeta.com/news.php?id=388] Serbian police are controling the island on Serbian] . Even today, citizens of Croatia are unable to visit their possessions on that island.One part of the peace agreements has been the short term deal that Croatia will control the western part and Serbia eastern part of Dunav [ [http://www.vjesnik.hr/pdf/2002%5C02%5C13%5C05A5.PDF] Map of island and provisional deal on Croatian] . The official Serbian position is that this short term deal will become the future border between the states so that the island of Vukovar is part of Serbia because it is nearer to Serbian coast [ [http://www.novosti.co.yu/code/navigate.php?Id=1&status=jedna&vest=70384] Serbian refusal of",Spain,False,True,refutes,borderlines,True
borderlines-283_ret_b0_gn,borderlines-283,Gulf of Piran is a territory of Spain,Gulf of Piran,"The Gulf of Piran or Piran Bay (Slovene: Piranski zaliv, Croatian: Piranski zaljev or Savudrijska vala, Italian: Baia di Pirano) is located in the northern part of the Adriatic Sea, and is a part of the southernmost tip of the Gulf of Trieste. Overview [edit]It was named after the town of Piran, and its shores are shared by Croatia and Slovenia. It is delimited by a line connecting Cape Savudrija (Savudrijski rt) in the south to the Cape Madona (Rt Madona) in the north and measures around 19 square kilometres (7.3 sq mi). [...] External links [edit]- Conditions in the Gulf of Piran - graphs, in the following order, of water temperature, wave height, wave (interval) period, wave direction, current speed, current direction, maximum wave height data for the past 30 days (taken near Piran by ARSO)",Spain,False,True,insufficient-neutral,borderlines,True
borderlines-283_ret_b13_gn,borderlines-283,Gulf of Piran is a territory of Spain,Gulf of Piran,"The Gulf of Piran or Piran Bay is located in the northern part of the Adriatic Sea, and is a part of the southernmost tip of the Gulf of Trieste.",Spain,False,True,insufficient-neutral,borderlines,True
borderlines-284_ret_b0_gn,borderlines-284,Gulf of Piran is a territory of Portugal,Gulf of Piran,"The Gulf of Piran or Piran Bay (Slovene: Piranski zaliv, Croatian: Piranski zaljev or Savudrijska vala, Italian: Baia di Pirano) is located in the northern part of the Adriatic Sea, and is a part of the southernmost tip of the Gulf of Trieste. [...] On the eastern Slovenian coast lies the town of Piran, and the settlements Portorož and Lucija. On the southern Croatian coast are tourist camps of Crveni Vrh and Kanegra, built in the 1980s. The main river flowing into the gulf is the Dragonja, whose mouth is on the border. Along the mouth of the Dragonja lie the Sečovlje saltpans, covering an area of 650 hectares (1,600 acres). [...] External links [edit]- Conditions in the Gulf of Piran - graphs, in the following order, of water temperature, wave height, wave (interval) period, wave direction, current speed, current direction, maximum wave height data for the past 30 days (taken near Piran by ARSO)",Portugal,False,True,insufficient-neutral,borderlines,True
borderlines-284_ret_b13_gn,borderlines-284,Gulf of Piran is a territory of Portugal,Gulf of Piran,"Piran: Interesting Facts and Things to Know Before You Go [...] The Piran Old Town stands on a peninsula called Punta Madonna, and from there opens the Gulf of Piran, which stretches from the port to the spa town of Portorož, which is part of the municipality of Piran and is renowned for being one of the most exclusive destinations in Slovenia, with a good choice of luxury hotels and casinos. [...] Until the mid-20th century Piran was mainly inhabited by Italian-speaking people, and after WWI it was annexed to the Kingdom of Italy. After the tragic events of WWII Piran fell under the military occupation of the troops of Tito and the Allies and was assigned to Zone B of the Free Territory of Trieste, under Yugoslavian administration. Thus it definitively merged, following the Osimo Treaty in 1975, into socialist Yugoslavia.",Portugal,False,True,refutes,borderlines,True
borderlines-286_ret_b7_gn,borderlines-286,Sveta Gera is a territory of Spain,Sveta Gera,"One of the highest peaks in northern Croatia is Sveta Gera (1,178 m/ 3,864 ft). In the past, people used to host livestock fairs at a meadow on top of the mountain. Nowadays, the mountain is a popular destination among hikers and nature enthusiasts. [...] The aptly named Sveta Gera Trail takes you to the summit of Sveta Gera, which is the highest peak in the park and in the Žumberak Mountains as a whole. There are a number of trails that you can take to reach the summit of Sveta Gera, which is located on the border of Croatia and Slovenia. One option is to follow a 13 km (8.1 mi) path that starts near the village of Sošice.",Spain,False,True,refutes,borderlines,True
